,age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y
38020,43,1,1,0,-418,0,14,8,106,2,0,3,1,1,0
38021,36,9,1,1,-531,0,14,8,205,3,0,3,0,0,0
38022,41,0,0,1,783,0,14,8,135,3,2,0,1,1,0
38023,36,9,1,1,1038,1,14,8,42,3,0,3,1,0,0
38024,41,1,2,0,3237,0,14,8,240,3,4,1,0,0,0
38025,29,9,2,1,-13,0,14,8,512,3,0,3,1,0,0
38026,36,4,1,2,2178,0,14,8,75,3,0,3,1,0,0
38027,43,7,2,1,0,0,14,8,88,4,0,3,1,0,0
38028,29,4,1,2,8,0,14,8,41,2,0,3,1,0,0
38029,59,3,0,0,502,1,14,8,27,3,0,3,1,0,0
38030,39,7,0,0,8654,0,14,8,181,4,0,3,1,0,0
38031,51,6,1,1,421,0,14,8,306,4,0,3,1,0,0
38032,31,4,1,2,1750,1,14,8,90,3,0,3,1,0,0
38033,35,1,1,1,911,0,14,8,136,2,7,0,1,0,0
38034,36,1,1,0,994,0,14,8,154,2,8,2,1,0,0
38035,41,0,2,1,3895,0,14,8,305,3,11,1,1,0,0
38036,28,9,2,1,3,0,14,8,190,2,0,3,1,0,0
38037,35,1,1,1,612,1,14,8,47,4,0,3,1,0,0
38038,47,1,1,0,-169,0,14,8,172,2,1,0,1,1,0
38039,33,6,1,1,49,0,14,8,170,7,0,3,1,0,0
38040,33,7,1,1,968,0,14,8,204,5,0,3,1,0,0
38041,38,9,0,2,1307,0,14,8,294,2,0,3,0,0,0
38042,41,1,0,1,174,0,14,8,367,2,1,1,1,0,0
38043,40,1,1,0,2805,0,14,8,173,6,23,0,1,0,0
38044,55,0,0,1,-288,0,14,8,62,4,2,0,1,0,0
38045,33,1,1,0,170,1,14,8,113,3,4,1,1,1,0
38046,33,7,1,1,207,0,14,8,629,4,0,3,1,0,1
38047,47,0,1,1,1358,0,14,8,80,4,0,3,1,0,0
38048,41,1,1,1,356,0,14,8,90,5,0,3,1,0,0
38049,47,1,2,0,355,0,14,8,144,3,1,0,1,0,0
38050,41,10,2,1,315,1,14,8,28,5,0,3,1,0,0
38051,33,1,1,1,331,0,14,8,178,7,5,1,1,0,0
38052,37,9,1,1,987,0,14,8,306,2,0,3,1,1,0
38053,37,1,1,0,3051,0,14,8,386,4,0,3,0,0,0
38054,38,6,2,1,677,0,14,8,114,2,0,3,1,0,0
38055,27,7,2,1,3354,0,14,8,493,5,0,3,1,0,0
38056,42,1,1,1,343,1,14,8,33,7,7,0,1,0,0
38057,43,4,1,2,536,0,14,8,167,4,0,3,1,0,0
38058,57,1,1,1,0,0,14,8,125,5,0,3,1,0,0
38059,39,1,1,0,-223,0,14,8,185,10,0,3,1,0,0
38060,28,0,1,1,213,0,14,8,341,3,0,3,1,0,0
38061,32,7,1,1,687,0,14,8,415,3,2,1,0,0,0
38062,33,1,2,1,-14,0,14,8,223,2,0,3,1,0,0
38063,32,0,2,1,45,0,14,8,908,3,7,1,1,1,0
38064,31,8,2,2,2030,0,14,8,168,2,2,0,1,0,0
38065,39,7,2,1,26,0,14,8,166,3,0,3,1,0,0
38066,34,1,2,2,97,0,14,8,67,3,0,3,0,0,0
38067,49,1,1,0,584,1,14,8,167,6,1,0,1,0,0
38068,35,1,1,1,667,0,14,8,10,5,27,1,1,0,0
38069,46,1,1,0,1291,0,14,8,142,3,17,0,1,0,0
38070,37,7,1,1,20,1,14,8,151,5,0,3,1,0,0
38071,49,2,1,0,137,0,14,8,384,7,0,3,1,0,0
38072,31,7,1,1,4687,0,14,8,192,4,0,3,1,0,0
38073,43,1,1,1,7973,0,14,8,100,2,0,3,1,0,0
38074,48,1,1,0,-50,0,14,8,212,6,0,3,1,0,0
38075,33,9,2,1,1074,0,14,8,308,2,0,3,1,1,0
38076,33,1,1,1,686,1,14,8,30,6,12,1,1,1,0
38077,32,9,1,1,344,0,14,8,54,11,0,3,1,1,0
38078,48,1,1,0,430,0,14,8,340,3,8,0,0,0,0
38079,39,1,2,1,522,1,14,8,225,7,2,0,1,0,0
38080,42,7,1,1,154,1,14,8,346,5,1,1,1,0,0
38081,30,7,2,1,326,0,14,8,197,4,0,3,1,0,0
38082,37,7,1,1,4954,0,14,8,290,4,3,1,1,0,0
38083,32,1,2,0,78,0,14,8,72,2,0,3,1,0,0
38084,38,6,1,1,215,0,14,8,115,2,2,0,1,0,0
38085,42,1,1,0,191,1,14,8,382,3,1,0,1,0,0
38086,29,1,1,1,59,0,14,8,100,3,2,0,1,1,0
38087,52,4,1,2,751,0,14,8,165,4,5,0,0,0,0
38088,32,8,1,2,744,0,14,8,506,2,1,1,1,0,0
38089,59,5,1,2,422,0,14,8,647,4,0,3,1,0,1
38090,36,7,2,1,568,0,15,8,140,3,2,0,1,0,0
38091,30,2,1,0,386,0,15,8,253,4,0,3,1,0,0
38092,35,1,1,0,-167,0,15,8,195,3,1,0,1,0,0
38093,33,1,1,1,101,0,15,8,235,2,4,0,1,0,0
38094,26,0,2,1,787,0,15,8,68,2,1,0,1,0,0
38095,30,9,0,2,317,0,15,8,165,3,5,0,1,0,0
38096,29,1,2,1,555,0,15,8,133,4,0,3,1,0,0
38097,48,9,0,1,168,0,15,8,100,2,1,1,1,1,0
38098,33,9,2,1,-242,0,15,8,49,3,0,3,1,0,0
38099,36,9,2,1,125,0,15,8,676,3,0,3,1,0,1
38100,40,9,1,2,602,0,15,8,145,4,7,0,1,0,0
38101,40,6,1,2,252,0,15,8,103,6,0,3,1,0,0
38102,30,7,1,1,637,0,15,8,69,5,0,3,1,0,0
38103,34,7,2,1,2,0,15,8,153,2,0,3,1,0,1
38104,39,1,1,1,164,1,15,8,26,6,2,0,1,0,0
38105,28,2,1,2,1900,0,15,8,9,6,0,3,1,0,0
38106,31,7,2,1,342,0,15,8,117,5,7,1,1,0,0
38107,40,0,2,1,60,0,15,8,460,3,6,1,1,0,0
38108,41,6,1,3,1377,0,15,8,111,4,2,1,1,0,0
38109,38,1,1,0,195,0,15,8,165,2,0,3,1,0,0
38110,48,5,0,0,666,0,15,8,10,5,0,3,1,0,0
38111,33,9,2,2,109,1,15,8,12,4,3,1,1,1,0
38112,47,0,1,1,452,0,15,8,113,4,0,3,0,0,0
38113,50,1,1,0,111,1,15,8,8,6,1,1,1,0,0
38114,28,8,2,1,293,0,15,8,194,3,0,3,0,0,0
38115,39,7,2,1,7066,0,15,8,667,3,3,1,1,0,1
38116,42,7,1,1,146,0,15,8,670,4,1,0,1,1,1
38117,37,1,1,0,357,0,15,8,14,2,3,1,1,0,0
38118,30,9,2,1,148,0,15,8,115,5,0,3,1,1,0
38119,27,7,2,2,-152,0,15,8,14,4,0,3,1,1,0
38120,31,9,2,1,591,0,15,8,14,5,0,3,1,1,0
38121,27,0,2,1,-145,1,15,8,289,8,0,3,1,0,0
38122,57,7,1,1,530,1,15,8,10,7,7,0,1,0,0
38123,39,1,1,1,43,0,15,8,354,8,0,3,0,0,0
38124,47,0,1,1,175,0,15,8,236,4,7,0,1,0,0
38125,30,4,2,2,872,0,15,8,61,1,2,0,1,0,0
38126,42,1,1,1,680,0,15,8,306,4,2,0,1,0,0
38127,38,4,1,1,10357,0,15,8,103,3,0,3,0,0,0
38128,51,7,1,1,5885,0,15,8,172,1,0,3,1,0,0
38129,29,7,1,1,363,0,15,8,164,1,0,3,1,0,0
38130,30,9,2,1,28,0,15,8,778,5,1,0,1,0,0
38131,46,1,1,0,4602,1,15,8,39,1,0,3,1,0,0
38132,48,1,1,1,1159,0,15,8,1181,9,0,3,1,1,0
38133,31,4,2,2,177,0,15,8,124,1,0,3,1,0,0
38134,35,4,2,2,3000,0,15,8,162,3,0,3,1,0,0
38135,43,1,1,0,232,0,15,8,45,1,0,3,0,1,0
38136,27,1,1,0,500,0,15,8,16,6,6,0,1,0,0
38137,32,7,1,1,-538,0,15,8,233,1,1,0,0,1,0
38138,23,0,2,1,738,0,15,8,347,1,0,3,1,0,0
38139,43,4,1,2,28,0,15,8,136,1,1,0,1,0,0
38140,45,1,2,1,615,0,15,8,133,1,0,3,1,0,0
38141,28,1,1,1,8,0,15,8,196,1,0,3,1,0,0
38142,60,5,0,1,496,0,15,8,655,2,0,3,1,0,1
38143,35,1,1,1,253,0,15,8,452,1,1,1,1,0,0
38144,36,6,2,2,577,0,15,8,33,1,1,0,1,0,0
38145,31,2,2,1,0,0,15,8,56,1,1,0,1,0,0
38146,28,9,1,1,916,0,15,8,191,1,2,1,1,0,0
38147,34,0,1,1,0,0,15,8,78,2,0,3,1,0,0
38148,30,7,2,1,-143,0,15,8,85,1,0,3,1,0,0
38149,28,7,1,1,511,0,15,8,274,1,5,0,1,0,0
38150,40,9,2,1,398,0,15,8,642,1,0,3,1,0,0
38151,24,0,1,1,230,0,15,8,73,1,0,3,1,0,0
38152,44,1,2,0,36,0,15,8,551,1,2,0,1,0,1
38153,25,0,1,1,541,0,15,8,607,1,4,0,1,0,0
38154,34,1,0,1,176,0,15,8,67,1,5,0,1,0,0
38155,21,1,1,0,-172,0,15,8,409,1,3,0,1,1,1
38156,29,1,1,1,940,0,15,8,382,1,0,3,1,1,1
38157,52,1,0,0,-100,0,15,8,7,4,15,1,1,0,0
38158,34,9,0,2,1317,0,15,8,239,1,0,3,1,0,0
38159,47,1,0,1,1480,0,15,8,144,1,1,0,1,0,0
38160,33,1,2,0,433,0,15,8,54,4,0,3,1,0,0
38161,41,1,0,1,793,0,15,8,123,1,1,0,1,0,0
38162,51,4,1,2,0,0,15,8,60,1,7,0,1,0,0
38163,42,7,1,1,466,0,15,8,123,3,0,3,1,0,0
38164,34,1,1,1,-257,0,15,8,160,1,4,0,1,0,0
38165,28,7,2,1,113,0,15,8,270,1,0,3,1,1,0
38166,56,7,2,1,-40,0,15,8,311,1,2,0,1,0,1
38167,39,1,1,0,49,0,15,8,259,1,0,3,1,0,0
38168,28,9,2,2,558,0,15,8,300,1,0,3,1,0,0
38169,27,1,1,0,1535,0,15,8,238,1,0,3,1,0,0
38170,30,7,2,1,140,0,15,8,760,1,0,3,1,0,1
38171,23,1,2,0,3198,0,15,8,224,1,2,0,1,0,0
38172,33,4,2,2,7419,0,15,8,21,8,29,0,1,0,0
38173,33,9,2,2,849,0,15,8,128,2,5,0,1,0,0
38174,57,4,1,2,334,0,15,8,169,2,2,0,1,0,0
38175,38,7,1,1,773,0,15,8,198,1,1,1,1,0,0
38176,37,1,1,1,949,0,15,8,302,1,0,3,1,0,0
38177,52,1,1,1,1039,1,15,8,146,4,0,3,1,1,0
38178,51,1,0,1,113,0,15,8,71,3,0,3,0,0,0
38179,25,1,2,1,543,0,15,8,302,1,0,3,1,0,0
38180,26,7,1,1,77,0,15,8,619,1,4,0,1,0,1
38181,34,9,1,1,580,0,15,8,88,1,0,3,1,0,0
38182,35,1,2,0,85,0,15,8,213,1,1,0,0,0,0
38183,49,7,0,0,400,1,15,8,64,1,0,3,1,0,0
38184,32,4,1,2,1297,0,15,8,250,1,0,3,1,0,0
38185,32,7,1,1,1398,0,15,8,233,1,0,3,1,1,0
38186,31,0,1,1,122,0,15,8,49,1,1,0,1,0,0
38187,39,1,1,1,1102,0,15,8,124,1,3,0,1,0,0
38188,29,1,1,1,368,0,15,8,345,1,7,0,1,0,0
38189,28,1,1,1,1325,0,15,8,242,1,0,3,1,0,0
38190,48,4,1,2,-13,0,15,8,20,6,2,1,1,0,0
38191,34,1,1,1,2139,0,15,8,1452,1,0,3,1,0,0
38192,30,7,2,0,79,0,15,8,317,1,0,3,1,0,0
38193,40,9,1,1,192,0,15,8,16,8,5,0,1,1,0
38194,38,3,0,2,4312,0,15,8,67,4,6,0,0,0,0
38195,60,0,0,1,174,0,15,8,241,1,1,0,1,0,0
38196,32,4,2,2,-252,0,15,8,250,1,0,3,1,0,0
38197,42,1,2,0,156,1,15,8,7,4,5,0,1,0,0
38198,57,0,0,0,179,0,15,8,67,1,2,0,1,0,0
38199,34,4,2,2,11350,0,15,8,153,1,1,0,1,0,0
38200,30,1,1,0,0,0,15,8,432,1,0,3,1,0,0
38201,31,4,2,2,291,0,15,8,48,1,0,3,1,0,0
38202,35,1,0,1,286,0,15,8,158,1,4,1,1,0,0
38203,33,2,1,1,1996,0,15,8,72,2,1,0,1,0,0
38204,30,0,2,1,278,0,15,8,148,1,0,3,1,0,0
38205,30,0,2,1,-118,0,15,8,377,1,0,3,0,0,0
38206,37,1,0,1,-59,0,15,8,169,1,1,0,1,0,0
38207,44,7,1,1,5781,0,15,8,195,1,0,3,1,1,0
38208,24,0,1,1,-94,0,15,8,217,1,0,3,1,0,0
38209,31,6,1,2,1194,0,15,8,50,1,0,3,1,0,0
38210,34,4,2,2,4782,0,15,8,160,1,1,0,1,0,0
38211,33,7,0,1,1156,0,15,8,612,1,2,0,1,0,0
38212,32,4,2,2,336,0,15,8,64,4,0,3,0,0,0
38213,28,1,1,1,4,0,15,8,310,1,0,3,1,0,0
38214,37,1,1,1,222,0,15,8,7,6,1,0,1,0,0
38215,45,0,1,1,215,0,15,8,14,4,0,3,1,1,0
38216,27,4,2,2,212,0,15,8,373,1,0,3,1,0,0
38217,32,9,2,2,388,0,15,8,58,1,2,0,1,0,0
38218,30,1,1,0,123,0,15,8,55,4,0,3,1,0,0
38219,28,9,2,1,769,0,15,8,153,1,2,0,1,0,0
38220,50,1,1,0,226,0,15,8,98,1,5,0,1,0,0
38221,44,1,1,0,362,0,15,8,180,1,0,3,1,0,0
38222,35,6,1,0,712,0,15,8,192,1,3,0,1,0,0
38223,46,6,1,1,-816,0,15,8,68,1,0,3,1,1,0
38224,24,1,2,0,145,0,15,8,520,1,1,0,1,0,0
38225,31,1,1,0,290,0,15,8,148,1,3,0,1,0,0
38226,38,0,2,3,0,0,15,8,64,2,0,3,1,0,0
38227,32,1,0,1,91,0,15,8,119,2,12,1,1,0,0
38228,34,3,0,1,787,0,15,8,665,1,0,3,1,0,0
38229,35,1,1,0,22,0,15,8,1190,2,2,1,1,0,1
38230,33,6,1,1,217,0,15,8,132,5,5,0,1,1,0
38231,32,7,1,1,15,0,15,8,391,1,0,3,1,0,0
38232,35,10,1,2,1849,0,15,8,111,1,0,3,1,0,0
38233,40,1,0,1,178,0,15,8,188,1,0,3,1,0,0
38234,27,1,1,1,484,0,15,8,210,1,2,0,1,0,0
38235,43,7,1,1,-1,0,15,8,51,1,2,0,1,0,0
38236,36,9,2,2,391,0,15,8,185,1,8,0,1,0,0
38237,22,1,2,1,-51,0,15,8,859,1,0,3,1,0,1
38238,41,1,1,0,2067,0,15,8,493,7,0,3,1,0,0
38239,29,4,2,2,13,0,15,8,26,6,0,3,1,0,0
38240,28,1,1,1,-42,0,15,8,192,1,3,1,1,0,0
38241,34,9,1,1,-25,0,15,8,207,1,0,3,0,0,0
38242,59,4,1,0,2345,0,15,8,399,1,0,3,1,0,0
38243,26,1,2,1,26,0,15,8,899,1,0,3,1,1,1
38244,39,1,0,1,-202,0,15,8,157,4,0,3,1,1,0
38245,31,1,2,1,178,0,15,8,415,1,5,0,1,0,0
38246,31,9,2,2,699,0,15,8,282,4,4,0,1,0,0
38247,47,7,1,1,1474,0,15,8,77,1,3,0,1,0,0
38248,28,0,2,1,154,0,15,8,536,1,1,1,1,0,1
38249,28,8,2,2,221,0,15,8,176,1,0,3,1,0,0
38250,30,0,2,1,-228,0,15,8,101,1,1,0,1,0,0
38251,31,9,1,2,-256,0,15,8,272,1,5,0,1,0,0
38252,39,1,1,1,1254,0,15,8,133,1,5,1,1,0,0
38253,33,1,2,1,1211,0,15,8,39,1,4,0,1,0,0
38254,32,6,0,2,3695,0,15,8,34,1,3,1,1,0,0
38255,39,1,2,3,10,1,15,8,23,3,10,0,1,0,0
38256,30,7,2,1,581,0,15,8,267,1,1,1,1,0,0
38257,38,1,1,1,1027,0,15,8,12,5,0,3,1,0,0
38258,30,9,2,1,592,0,15,8,353,1,0,3,1,0,0
38259,45,6,1,2,-497,0,15,8,217,1,1,0,1,1,0
38260,27,9,2,2,808,0,15,8,578,1,1,1,1,0,0
38261,51,3,0,0,94,0,15,8,77,1,4,0,1,0,0
38262,35,0,0,1,534,0,15,8,669,1,3,0,0,0,1
38263,42,0,0,1,-106,0,15,8,495,1,3,0,1,0,0
38264,57,0,1,1,-967,1,15,8,8,7,0,3,1,0,0
38265,32,1,2,1,2597,0,15,8,233,1,1,0,1,0,0
38266,28,1,2,2,1372,0,15,8,48,4,1,0,0,0,0
38267,32,9,2,1,-234,0,15,8,24,7,0,3,1,0,0
38268,27,4,1,2,1531,0,15,8,187,1,4,0,1,0,0
38269,43,7,1,1,68,0,15,8,159,1,0,3,1,1,0
38270,26,10,2,1,130,0,15,8,283,3,0,3,1,0,0
38271,35,3,1,2,1265,0,15,8,326,5,4,0,1,0,1
38272,32,0,2,2,1531,0,15,8,58,1,5,0,1,0,0
38273,40,1,1,1,-450,0,15,8,181,1,0,3,1,0,0
38274,37,1,2,0,851,0,15,8,151,1,1,0,1,0,0
38275,31,9,2,2,4561,0,15,8,301,1,2,0,1,0,0
38276,26,9,2,1,276,0,15,8,106,1,4,0,1,0,0
38277,30,1,2,0,413,0,15,8,148,1,4,1,1,0,0
38278,59,1,0,1,3573,0,15,8,44,1,0,3,0,0,0
38279,23,7,2,1,567,0,15,8,358,1,0,3,1,1,0
38280,55,9,1,2,-466,0,15,8,901,1,0,3,1,0,1
38281,27,9,1,1,317,0,15,8,1286,1,0,3,1,1,0
38282,33,1,1,0,1138,0,15,8,122,2,4,0,1,1,0
38283,28,0,2,1,7,0,15,8,87,1,0,3,1,0,0
38284,26,8,2,2,641,0,15,8,55,1,1,0,1,0,0
38285,32,1,2,1,75,0,15,8,127,1,0,3,1,0,0
38286,32,7,1,1,38,0,15,8,744,1,0,3,1,0,1
38287,35,9,2,1,705,0,15,8,177,1,3,0,1,1,0
38288,31,1,1,1,154,0,15,8,454,1,0,3,1,1,0
38289,28,4,2,1,703,0,15,8,485,1,1,1,1,0,1
38290,48,1,0,1,501,0,15,8,12,5,0,3,1,0,0
38291,31,0,0,1,360,0,15,8,332,1,2,1,0,0,0
38292,31,1,2,1,39,0,15,8,123,5,0,3,1,0,0
38293,53,1,2,0,210,0,15,8,984,1,1,0,1,0,0
38294,29,1,1,0,10191,0,15,8,282,2,0,3,1,0,0
38295,34,1,1,0,431,0,15,8,514,1,0,3,1,0,0
38296,24,9,2,1,246,0,15,8,224,1,0,3,1,1,0
38297,37,1,1,0,-29,0,15,8,25,1,5,1,1,1,0
38298,34,1,1,1,362,0,15,8,151,1,0,3,1,0,0
38299,30,9,2,2,1323,0,15,8,223,1,0,3,1,0,0
38300,31,0,1,1,685,0,15,8,552,1,3,0,1,0,1
38301,43,1,1,1,3549,0,15,8,7,5,0,3,1,0,0
38302,32,7,2,1,-341,0,15,8,339,1,3,0,0,0,0
38303,23,7,2,3,15,0,15,8,76,2,2,1,1,0,0
38304,29,4,2,2,499,0,15,8,338,1,0,3,1,0,0
38305,49,0,1,0,169,0,15,8,82,3,0,3,1,0,0
38306,58,9,1,0,10,0,15,8,298,1,0,3,1,0,0
38307,29,0,2,1,710,0,15,8,51,1,2,0,1,1,0
38308,38,1,2,0,1583,0,15,8,386,1,0,3,1,0,0
38309,26,7,2,1,2047,0,15,8,457,1,0,3,1,0,0
38310,42,7,1,1,9277,0,15,8,395,1,3,1,1,0,0
38311,23,1,2,1,780,0,15,8,416,1,0,3,1,0,1
38312,24,1,2,0,388,0,15,8,193,2,0,3,1,0,0
38313,45,2,1,0,5315,0,15,8,262,2,0,3,1,1,0
38314,33,7,1,1,174,0,15,8,45,1,1,1,1,0,0
38315,38,1,1,0,1099,0,15,8,22,5,0,3,1,0,0
38316,26,9,2,2,-67,0,15,8,637,1,0,3,1,0,1
38317,39,2,1,3,98,1,15,8,59,3,1,1,1,0,0
38318,36,1,0,1,421,0,15,8,34,7,4,1,1,0,0
38319,42,2,1,2,34,0,15,8,272,1,0,3,1,0,0
38320,24,8,2,1,2,0,15,8,48,1,0,3,0,0,0
38321,35,9,2,1,-89,0,15,8,75,1,1,0,1,0,0
38322,56,9,1,1,276,0,15,8,301,1,1,0,1,0,0
38323,38,9,2,1,1270,0,15,8,164,1,6,1,1,1,0
38324,30,1,1,0,714,0,15,8,199,1,0,3,1,0,0
38325,30,9,1,1,-206,0,15,8,133,1,0,3,1,1,0
38326,46,1,1,0,1085,0,15,8,523,2,58,1,1,1,1
38327,27,7,2,1,-74,0,15,8,151,1,1,0,1,0,0
38328,32,7,2,1,1987,1,15,8,36,2,2,0,1,0,0
38329,29,1,2,0,-24,0,15,8,325,1,0,3,1,0,0
38330,39,4,1,0,197,0,15,8,193,1,0,3,1,0,0
38331,31,1,1,0,-365,0,15,8,36,1,0,3,1,0,0
38332,31,1,2,1,-4,0,15,8,110,1,0,3,1,0,0
38333,39,7,1,1,3165,0,15,8,56,1,2,0,1,0,0
38334,23,1,1,1,-295,0,15,8,411,1,2,0,1,0,0
38335,29,9,2,1,213,0,15,8,174,1,1,0,1,0,0
38336,33,7,2,1,450,0,15,8,148,2,2,1,1,0,0
38337,28,1,1,1,83,0,15,8,224,1,0,3,1,0,0
38338,28,1,2,1,-545,0,15,8,322,1,0,3,1,1,0
38339,25,8,2,2,1433,0,15,8,520,1,0,3,1,0,0
38340,44,0,0,1,-179,0,15,8,333,1,0,3,1,0,0
38341,24,1,2,1,3,0,15,8,311,1,0,3,1,0,0
38342,30,7,2,1,-100,0,15,8,292,1,0,3,1,1,0
38343,28,1,2,1,-267,0,15,8,145,2,4,0,1,0,0
38344,35,0,2,2,1374,0,15,8,319,1,0,3,1,0,0
38345,32,2,1,2,721,0,15,8,128,1,0,3,1,0,0
38346,32,9,2,2,1710,0,15,8,439,1,3,1,1,0,0
38347,36,7,1,1,647,0,15,8,290,2,0,3,1,1,0
38348,34,1,2,0,4260,0,15,8,375,1,0,3,1,0,0
38349,31,0,2,1,1340,0,15,8,185,1,0,3,0,0,0
38350,25,1,2,1,171,0,15,8,178,1,2,0,1,0,0
38351,33,1,1,1,463,0,15,8,27,5,0,3,1,0,0
38352,46,1,1,1,51,0,15,8,333,1,0,3,1,0,0
38353,28,7,2,1,221,0,15,8,256,1,0,3,1,0,0
38354,43,1,1,1,10910,0,15,8,66,2,0,3,1,0,0
38355,30,9,2,3,878,0,15,8,173,3,3,1,1,0,0
38356,35,10,0,2,8903,0,15,8,171,1,6,0,1,0,0
38357,24,6,2,2,91,0,15,8,134,2,0,3,1,0,0
38358,45,1,1,0,900,1,15,8,26,1,1,0,1,0,0
38359,33,7,2,1,-198,0,15,8,256,1,3,2,1,0,0
38360,58,1,1,0,781,0,15,8,74,2,0,3,1,0,0
38361,37,1,1,0,508,0,15,8,340,1,0,3,1,1,0
38362,31,0,0,1,-254,0,15,8,237,2,0,3,1,0,0
38363,34,1,1,1,29,0,15,8,285,5,0,3,1,0,1
38364,29,1,1,0,149,0,15,8,242,2,0,3,1,0,0
38365,22,8,2,1,2589,0,15,8,239,1,1,1,1,0,0
38366,60,1,1,0,38,0,15,8,109,11,1,1,1,0,0
38367,60,4,2,2,560,0,15,8,730,5,0,3,0,0,1
38368,30,2,1,2,3037,0,15,8,10,5,7,1,1,0,0
38369,35,4,2,2,6781,0,15,8,19,6,0,3,1,0,0
38370,38,9,2,1,553,0,15,8,178,2,8,1,1,0,0
38371,58,3,1,0,260,1,15,8,71,5,3,0,1,0,0
38372,50,5,1,0,172,0,15,8,7,6,0,3,1,1,0
38373,32,1,1,1,2,0,15,8,16,9,1,0,1,0,0
38374,32,7,1,1,180,1,15,8,45,2,0,3,1,0,0
38375,41,4,1,2,526,0,15,8,229,5,4,0,1,0,0
38376,43,1,1,3,285,0,15,8,22,6,0,3,1,0,0
38377,24,0,2,1,926,0,15,8,191,1,0,3,1,1,0
38378,28,8,2,2,22,0,15,8,536,2,0,3,1,0,1
38379,29,7,1,1,6567,0,15,8,792,2,1,0,1,0,1
38380,31,1,2,1,184,0,15,8,178,1,0,3,1,0,0
38381,55,1,1,1,1078,0,15,8,41,1,0,3,1,1,0
38382,47,6,1,3,14,0,15,8,142,1,0,3,1,0,0
38383,35,7,1,1,2791,0,15,8,45,1,0,3,1,0,0
38384,25,9,1,1,691,0,15,8,333,1,2,0,1,0,0
38385,38,0,1,1,257,0,15,8,10,5,0,3,1,0,0
38386,32,1,1,1,99,0,15,8,166,2,0,3,1,0,0
38387,34,1,1,1,2994,0,15,8,358,1,1,0,1,0,0
38388,39,1,1,0,-50,0,15,8,100,1,0,3,1,0,0
38389,33,7,1,1,624,0,15,8,423,1,0,3,1,0,0
38390,29,0,2,1,405,0,15,8,84,1,1,1,1,0,0
38391,30,7,1,1,683,0,15,8,66,1,0,3,1,0,0
38392,39,2,1,1,2139,0,15,8,576,4,1,0,1,0,1
38393,44,1,1,1,167,0,15,8,79,2,1,0,1,0,0
38394,53,4,0,2,50,0,15,8,669,1,3,0,1,0,1
38395,27,7,1,1,311,0,15,8,50,1,1,0,1,0,0
38396,39,2,1,1,680,0,15,8,135,1,2,0,1,0,0
38397,31,8,1,1,147,0,15,8,456,1,0,3,1,0,0
38398,33,4,1,0,142,0,15,8,87,1,1,0,1,0,0
38399,32,4,2,2,435,0,15,8,676,3,0,3,1,1,0
38400,29,1,2,0,722,0,15,8,78,1,1,0,1,0,0
38401,49,6,1,1,505,1,15,8,354,2,0,3,1,0,0
38402,32,0,2,1,6042,0,15,8,183,1,1,0,1,0,0
38403,42,1,1,1,505,0,15,8,117,1,0,3,1,0,0
38404,55,7,1,0,-747,0,15,8,265,7,0,3,1,0,0
38405,49,0,0,1,132,0,15,8,98,1,1,0,1,0,0
38406,26,9,2,1,626,0,15,8,412,2,0,3,1,0,0
38407,30,4,2,2,1692,0,15,8,251,1,0,3,1,0,0
38408,29,1,1,1,47,0,15,8,245,1,0,3,1,1,0
38409,54,10,1,1,582,0,15,8,693,5,2,0,1,0,1
38410,29,8,2,2,80,0,15,8,15,5,1,0,1,0,0
38411,34,0,2,1,6979,0,15,8,14,5,0,3,1,0,0
38412,25,1,2,2,1395,0,15,8,268,1,0,3,1,0,0
38413,26,7,2,1,212,0,15,8,144,2,1,1,1,0,0
38414,31,1,2,1,210,0,15,8,166,1,0,3,1,1,0
38415,51,4,0,2,-227,0,15,8,404,1,0,3,1,0,0
38416,34,4,1,1,-285,0,15,8,192,1,3,0,1,0,0
38417,34,9,2,1,194,0,15,8,1015,1,0,3,1,1,1
38418,27,7,2,1,353,0,15,8,663,1,0,3,1,0,1
38419,28,8,2,1,217,0,15,8,238,2,1,0,1,0,0
38420,32,1,1,0,252,0,15,8,52,1,0,3,1,0,0
38421,23,7,1,1,2211,0,15,8,210,2,0,3,1,0,0
38422,42,1,0,1,198,0,15,8,133,1,0,3,0,0,0
38423,26,8,2,1,2138,0,15,8,18,8,1,1,1,0,0
38424,39,0,1,1,-650,0,15,8,123,2,1,0,0,0,0
38425,29,9,2,2,226,0,15,8,261,1,0,3,1,0,0
38426,52,1,1,0,134,0,15,8,81,2,3,0,1,0,0
38427,36,0,1,1,1479,0,15,8,65,2,0,3,0,0,0
38428,28,7,2,1,341,0,15,8,437,3,3,1,1,0,1
38429,37,7,2,1,1175,0,15,8,102,1,2,0,1,0,0
38430,29,1,1,1,339,0,15,8,63,3,2,0,1,0,0
38431,41,6,1,2,6000,0,15,8,217,6,1,0,1,0,0
38432,29,4,2,2,1388,0,15,8,157,3,0,3,1,0,0
38433,32,1,1,0,2198,0,15,8,463,1,4,0,0,0,0
38434,39,2,1,2,-172,0,15,8,562,2,0,3,1,0,1
38435,37,1,1,0,-212,0,15,8,189,3,1,1,1,0,0
38436,30,9,1,0,95,0,15,8,220,2,1,0,1,0,0
